Number of Records,created_at,favorite_count,id_str,in_reply_to_screen_name,in_reply_to_status_id_str,is_retweet,lang,retweet_count,source,text
1,11/14/2017 4:20:10 PM,92,930470420528189441,,,false,en,44,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Sandy Hook victims' families to argue case in Connecticut Supreme Court https://t.co/TYeOjcpMO5 https://t.co/c1xgYC5zbQ
1,11/14/2017 4:22:13 PM,38,930470937161535488,,,false,en,53,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",These dangerously leaded products were found on New York shop shelves or shipped from online vendors. @Reuters inve… https://t.co/8FcqsI0Ft3
1,11/14/2017 4:30:12 PM,60,930472945281130499,,,false,en,69,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","North Korea nuclear arsenal too developed to destroy quickly, says Moon https://t.co/pbblWKIOub https://t.co/sP4DRkJjIJ"
1,11/14/2017 4:34:54 PM,22,930474129651847168,,,false,en,23,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",WATCH: SoftBank weighs up $10 billion investment in #Uber https://t.co/12SkNdM6i2 via @ReutersTV https://t.co/OF5JwldwSa
1,11/14/2017 4:40:06 PM,34,930475436437622788,,,false,en,51,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Australian citizenship crisis deepens as eighth lawmaker falls https://t.co/iCQWxjhhgk https://t.co/CqmYEc0BOV
1,11/14/2017 4:42:11 PM,0,930475961405067264,,,true,en,20,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ReutersBiz: Man Group tells @Reuters that bitcoin futures would draw it toward cryptocurrencies: https://t.co/9MMRV3LPfC #ReutersSummit…
1,11/14/2017 4:43:47 PM,0,930476366763560960,,,true,en,7,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ReutersLive: LIVE: Attorney General Sessions says 'has no reason to doubt' sexual abuse allegations by Roy Moore's accusers. Watch here…
1,11/14/2017 4:46:11 PM,38,930476967622856705,,,false,en,22,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",WATCH: A tearful end to Italy's World Cup ambitions https://t.co/JwIGUPoXzt via @ReutersTV https://t.co/eSFpcX5HOA
1,11/14/2017 4:50:05 PM,29,930477949979119617,,,false,en,11,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Buffalo Wild Wings shares soar on report of takeover bid https://t.co/PJs2jB5yIJ https://t.co/Ds6OX8hICY
1,11/14/2017 4:50:13 PM,0,930477984431124481,,,true,en,9,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @ReutersBiz: JUST IN: Roku shares move lower to reverse course in heavy trading, hitting session low at  $41.27 https://t.co/bWijzI1a7Q"
1,11/14/2017 4:52:04 PM,134,930478451567595520,,,false,en,148,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Philippines President Rodrigo Duterte berates Canada’s Justin Trudeau at the end of Philippines summit for raising… https://t.co/9cCrIjn5lS
1,11/14/2017 5:00:13 PM,44,930480499855974401,,,false,en,23,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Trump heads home with 'America First' ringing in Asian ears https://t.co/ojYjhnsI0N https://t.co/N5NSldZEj2
1,11/14/2017 5:05:50 PM,34,930481915320299522,,,false,en,43,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","EXCLUSIVE: In seven-page document seen by @Reuters, the Kremlin tells companies to supply it with good news stories… https://t.co/U0RAXq2mxk"
1,11/14/2017 5:06:08 PM,31,930481991094554625,,,false,en,32,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Lead poisoning lurks in scores of New York neighborhoods. Here’s the latest from @specialreports:… https://t.co/6JObBqDrcb
1,11/14/2017 5:09:57 PM,27,930482949694349312,,,false,en,15,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Hariri to return to Lebanon in next two days https://t.co/tx8yssY18G
1,11/14/2017 5:09:57 PM,71,930482949765718017,,,false,en,60,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Sessions says he now recalls campaign meeting where Russia discussed https://t.co/WdN6O3sTR8
1,11/14/2017 5:12:08 PM,36,930483498804305920,,,false,en,55,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",About 15 percent of U.S. agencies have reported some trace of Kaspersky software on systems: official.… https://t.co/H5eoORvQby
1,11/14/2017 5:14:21 PM,123,930484057435197441,,,false,en,170,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Four tanks seen heading toward Zimbabwe capital Harare: witnesses. Latest here: https://t.co/eX8r1nCmMN https://t.co/OLNMU1e0Wg
1,11/14/2017 5:16:30 PM,14,930484596856193024,,,false,en,13,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Home Depot lifts full-year forecasts as hurricanes spur demand https://t.co/Pvi3a3YUcZ https://t.co/3XmCYtZSEn
1,11/14/2017 5:20:09 PM,37,930485518281867264,,,false,en,18,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>","Wonder Woman sword, Spider-Man drone land on 'Worst Toys' list https://t.co/KvnKULudgn https://t.co/i6l4Eunkyx"
1,11/14/2017 5:20:23 PM,96,930485574460493824,,,false,en,114,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Tanks seen near Zimbabwe capital but streets calm as political tensions rise https://t.co/8TIorKb2Yz
1,11/14/2017 5:26:05 PM,0,930487010221088771,,,true,en,27,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RT @ReutersPolitics: LIVE: Attorney General Sessions says he now recalls Trump campaign meeting where Russia connections were discussed. Te…
1,11/14/2017 5:30:16 PM,13,930488061267529728,,,false,en,11,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Top central bankers vow to talk investors out of easy money https://t.co/jKUbL2qxSf https://t.co/IkdHZH0Evm
1,11/14/2017 5:40:06 PM,27,930490537810984960,,,false,en,25,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Goldman can hit $13 billion in new consumer loans in three years: CFO https://t.co/QgvB9EFgYx https://t.co/6rtQrutbFj
1,11/14/2017 5:50:05 PM,32,930493048278126592,,,false,en,25,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Republican Senator Paul to seek Senate tax plan changes https://t.co/6lthfadoMo https://t.co/Mr6Ii6R3Gc
1,11/14/2017 5:53:43 PM,34,930493964129570816,,,false,en,38,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",Perils hiding in plain sight: A hyper-local look at New York’s lead exposure hotspots. https://t.co/EFHTUzH17Y… https://t.co/OdlcWeUxnh
1,11/14/2017 6:00:12 PM,34,930495596590501890,,,false,en,31,"<a href=""http://trueanthem.com/"" rel=""nofollow"">trueAnthem</a>",Sessions: 'no reason to doubt' Roy Moore's accusers https://t.co/0Mtcu58KNv https://t.co/YlGd8ZqNCz
1,11/14/2017 6:03:32 PM,58,930496436231426050,,,false,en,50,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","Iran quake survivors complain of slow aid effort, battle freezing cold https://t.co/07LJjMxgXe"
1,11/14/2017 6:05:31 PM,56,930496935106174976,,,false,en,94,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>","JUST IN: Zimbabwe's ZANU-PF says army chief's statement was calculated to disturb peace, stability https://t.co/rVSOZrAuQY"
